Rank;DokumentType;Titel;PopulærTitel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
B;Bekendtgørelse;Bekendtgørelse om Nysted Nor Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;1. afd., 1. kt., j.nr. D 86-625-42;14003;1986;CM007755;B19861400305;Retsinformation;;Fremgår af forskriften;19860619;19970925;20070706;;;FALSE;(* 1) Nu LBK nr. 801 af 11.12.1987;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1986/14003
B;Bekendtgørelse;Bekendtgørelse om rabies;Rabiesbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Miljø- og Fødevaremin., \n Fødevarestyrelsen, j.nr. 2019-14-31-00104;1454;2019;CK002317;B20190145405;Lovtidende A;;Fremgår af forskriften;20191212;20191218;20191218;20191218;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/2019/1454
B;Bekendtgørelse;Bekendtgørelse om Præstø Fjord Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energiministeriet\nSkov- og Naturstyrelsen j. nr. SN 1996-353-0090;10302;1999;AL000256;B19991030205;Retsinformation;;Fremgår af forskriften;19990531;19990817;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1999/10302
B;Bekendtgørelse;Bekendtgørelse om Ulvshale-Nyord Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin., j.nr. SN 4621-0001;14015;1995;CM041684;B19951401505;Retsinformation;;Fremgår af forskriften;19950707;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1995/14015
B;Bekendtgørelse;Bekendtgørelse om fredning af øgruppen Hirsholmene, øen Deget og omliggende søterritorium;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;938;2016;CK000794;B20160093805;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/2016/938
B;Bekendtgørelse;Bekendtgørelse om Hjarbæk Fjord Vildtreservat(* 1);;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljømin., j.nr. SN 4621-0045;14002;1994;CM007745;B19941400205;Retsinformation;;Fremgår af forskriften;19940826;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1994/14002
B;Bekendtgørelse;Bekendtgørelse om Hov Vig Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin., j.nr. SN 1996-353-0020;14005;1996;CM042518;B19961400505;Retsinformation;;Fremgår af forskriften;19960630;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1996/14005
B;Bekendtgørelse;Bekendtgørelse om Årø Vildtreservat;;Miljøministeriet;Miljøstyrelsen;Miljømin.,\n Miljøstyrelsen,  j.nr. MST-2020 - 2130;139;2022;DD000139;B20220013905;Lovtidende A;;Fremgår af forskriften;20220111;20220129;20220129;20220129;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2022/139
B;Bekendtgørelse;Bekendtgørelse om Kalvø Vildtreservat(* 1);;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljømin., j.nr. SN 4621-0040;14006;1994;CM007790;B19941400605;Retsinformation;;Fremgår af forskriften;19940826;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1994/14006
B;Bekendtgørelse;Bekendtgørelse om Lønnerup Fjord Vildtreservat(* 1);;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin. j.nr. SN 4621-0021;14013;1995;CM007815;B19951401305;Retsinformation;;Fremgår af forskriften;19950520;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1995/14013
B;Bekendtgørelse;Bekendtgørelse om Ølsemagle Revle-Staunings Ø Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energiministeriet\nSkov- og Naturstyrelsen SN 1996-353-0019;9332;1999;AL000166;B19990933205;Retsinformation;;Fremgår af forskriften;19990118;19990419;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1999/9332
B;Bekendtgørelse;Bekendtgørelse om Majbølle Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin. j.nr. SN 4610-0030;14017;1995;CM007818;B19951401705;Retsinformation;;Fremgår af forskriften;19950716;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1995/14017
B;Bekendtgørelse;Bekendtgørelse om Lerdrup Bugt Vildtreservat(* 1);;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljømin., j.nr. SN 4610-0012;14003;1994;CM007759;B19941400305;Retsinformation;;Fremgår af forskriften;19940826;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1994/14003
B;Bekendtgørelse;Bekendtgørelse om ikke-erhvervsmæssig sejlads på Susåen med sidevandløb og på Tystrup-Bavelse Søerne;;Miljøministeriet;Naturstyrelsen;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 019-00522;1784;2015;CK000441;B20150178405;Lovtidende A;;Fremgår af forskriften;20151216;20151223;20151223;20151223;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/2015/1784
B;Bekendtgørelse;Bekendtgørelse om Nørremaj Vildtreservat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljømin.,\nSkov- og Naturstyrelsen, j.nr. SN 2001-351-0006;9138;2005;AL001254;B20050913805;Retsinformation;;Fremgår af forskriften;20050310;20050405;20050405;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2005/9138
B;Bekendtgørelse;Bekendtgørelse om Bovet-Knotten Vildtreservat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin., j.nr. SN 1996-353-0015;14003;1996;CM042516;B19961400305;Retsinformation;;Fremgår af forskriften;19960630;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1996/14003
B;Bekendtgørelse;Bekendtgørelse om hold af fugle i fangenskab;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;848;2016;CK000775;B20160084805;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160629;20160629;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/2016/848
B;Bekendtgørelse;Bekendtgørelse om Vejle Inderfjord vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;1.afd. 1 kt. j.nr. D 85-625-35;14004;1985;CM007766;B19851400405;Retsinformation;;Fremgår af forskriften;19851127;19970925;20070706;;;FALSE;(* 1) Nu LBK nr. 801 af 11.12.1987;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1985/14004
B;Bekendtgørelse;Bekendtgørelse om Nissum Fjord Vildtreservat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin. j.nr. 1996-353-0023;641;1996;CM041176;B19960064105;Lovtidende A;;Fremgår af forskriften;19960623;19970925;20070706;19960712;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/1996/641
B;Bekendtgørelse;Bekendtgørelse om Struer vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;1.afd. 1.kt. j.nr. D 87-625-44;14006;1987;CM007787;B19871400605;Retsinformation;;Fremgår af forskriften;19870717;19970925;20070706;;;FALSE;(* 1) Nu LBK nr. 801 af 11.12.1987;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1987/14006
A;Lovbekendtgørelse;Bekendtgørelse af lov om Skjern Å Naturprojekt;;Miljøministeriet;Naturstyrelsen;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 019-00522;1532;2015;CK000202;A20150153229;Lovtidende A;;Fremgår af forskriften;20151210;20151215;20151215;20151215;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2015/1532
B;Bekendtgørelse;Bekendtgørelse om Hov Røn Vildtreservat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Energimin.,\nSkov- og Naturstyrelsen SN 4621-0048;17821;1994;AL000624;B19941782105;Retsinformation;;Fremgår af forskriften;19941108;20010222;20040617;;;FALSE;;;;;A19930026930;;;;https://www.retsinformation.dk/eli/retsinfo/1994/17821
B;Bekendtgørelse;Bekendtgørelse om Begtrup Røn Vildtreservat;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;861;2016;CK000795;B20160086105;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160629;20160629;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2016/861
B;Bekendtgørelse;Bekendtgørelse om opdræt af hjortedyr;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Miljø- og Fødevaremin., \n Fødevarestyrelsen, j.nr. 2015-15-39-00233;1497;2015;CK000343;B20150149705;Lovtidende A;;Fremgår af forskriften;20151210;20151211;20151211;20151211;;FALSE;;;;;A20220000929;BEK nr 867 af 11/05/2021;;;https://www.retsinformation.dk/eli/lta/2015/1497
B;Bekendtgørelse;Bekendtgørelse om Rødsand Vildtreservat;;Miljøministeriet;Miljøstyrelsen;Miljø- og Fødevaremin.,\nMiljøstyrelsen, j.nr. SVANA-600-00008;583;2017;CK000740;B20170058305;Lovtidende A;;Fremgår af forskriften;20170513;20170602;20170602;20170602;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2017/583
B;Bekendtgørelse;Bekendtgørelse om Guldborgsund Vildtreservat;;Miljøministeriet;;Miljø- og Energimin.,\nSkov- og Naturstyrelsen D 1100-0005;26051;1990;AL000630;B19902605105;Retsinformation;;Fremgår af forskriften;19900119;20010222;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1990/26051
B;Bekendtgørelse;Bekendtgørelse om Horsens Nørrestrand vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;1.afd. 1.kt. j.nr. D 87-625-52;14004;1987;CM007767;B19871400405;Retsinformation;;Fremgår af forskriften;19870318;19970925;20070706;;;FALSE;(* 1) Nu LBK nr 801 af 11.12.1987;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1987/14004
A;Lovbekendtgørelse;Bekendtgørelse af lov om okker (Okkerloven);Okkerloven;Miljøministeriet;Naturstyrelsen;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 019-00522;1581;2015;CK000201;A20150158129;Lovtidende A;;Fremgår af forskriften;20151210;20151216;20200918;20151216;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2015/1581
A;Lovbekendtgørelse;Bekendtgørelse af lov om lige løn til mænd og kvinder;Ligelønsloven;Beskæftigelsesministeriet;;Beskæftigelsesmin., j.nr. 2018-5945;156;2019;BE007908;A20190015629;Lovtidende A;;Fremgår af forskriften;20190222;20190223;20190328;20190223;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2019/156
B;Bekendtgørelse;Bekendtgørelse om æg fra vilde fugle og registrering af ægsamlinger;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;936;2016;CK000789;B20160093605;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/2016/936
B;Bekendtgørelse;Bekendtgørelse om offentlighedens adgang til at færdes og opholde sig i naturen;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;852;2016;CK000779;B20160085205;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160909;20160629;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/2016/852
B;Bekendtgørelse;Bekendtgørelse om Aujeszkys sygdom;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2022-14-31-00411;1252;2022;DC000698;B20220125205;Lovtidende A;;Fremgår af forskriften;20220905;20220908;20220908;20220908;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/2022/1252
B;Bekendtgørelse;Bekendtgørelse om Nørskov Vig Vildtreservat;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;942;2016;CK000801;B20160094205;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2016/942
B;Bekendtgørelse;Bekendtgørelse om fredning af Vorsø, Vorsø Kalv og Langøerne samt den omliggende del af fiskeriterritoriet (* 1);;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljømin., j.nr. SN 4610-0012;777;1994;CM007510;B19940077705;Lovtidende A;;Fremgår af forskriften;19940826;19970925;20070706;19940831;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/1994/777
B;Bekendtgørelse;Bekendtgørelse om Mågeøerne Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin. j.nr. SN 4621-0039;14009;1994;CM007804;B19941400905;Retsinformation;;Fremgår af forskriften;19941124;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1994/14009
B;Bekendtgørelse;Bekendtgørelse om Møllegrunden og Svanegrunden Vildtreservat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin. j.nr. SN 4621-0055;14011;1995;CM007811;B19951401105;Retsinformation;;Fremgår af forskriften;19950322;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1995/14011
B;Bekendtgørelse;Bekendtgørelse om Augustenborg vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Ingen;14001;1971;CM007714;B19711400105;Retsinformation;;Fremgår af forskriften;19710622;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1971/14001
B;Bekendtgørelse;Bekendtgørelse om hold af mårhund (Nyctereutes procyonoides) i fangenskab;;Miljøministeriet;Naturstyrelsen;Miljømin.,\nNaturstyrelsen, j.nr. NST-4100-00018;720;2011;AL002447;B20110072005;Lovtidende A;;Fremgår af forskriften;20110624;20110629;20110629;20110629;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2011/720
B;Bekendtgørelse;Bekendtgørelse om Norsminde Fjord Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;1. afd., 1. kt., j.nr. D 6101/32-1;14001;1982;CM007723;B19821400105;Retsinformation;;Fremgår af forskriften;19820128;19970925;20070706;;;FALSE;(* 1) Nu LBK nr. 801 af 11.12.1987;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1982/14001
B;Bekendtgørelse;Bekendtgørelse om Nationalpark Kongernes Nordsjælland;;Miljøministeriet;Miljø- og Fødevareministeriet;Miljø- og Fødevaremin., j.nr. 2019-16489;520;2020;CK002453;B20200052005;Lovtidende A;;Fremgår af forskriften;20200427;20200428;20200428;20200428;;FALSE;;;;;A20170012029;;;;https://www.retsinformation.dk/eli/lta/2020/520
B;Bekendtgørelse;Bekendtgørelse om Hanstholm Vildtreservat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin., j.nr. SN 4621-0050;181;1995;CM006979;B19950018105;Lovtidende A;;Fremgår af forskriften;19950220;19970925;20070706;19950331;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/1995/181
B;Bekendtgørelse;Bekendtgørelse om pleje af vildtlevende fugle på vildtplejestationer m.v. og samtidig hold af fjerkræ og andre fugle i fangenskab;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Fødevaremin.,\nFødevarestyrelsen j. nr. 2010-20-2301-00569;1318;2010;AH004062;B20100131805;Lovtidende A;;Fremgår af forskriften;20101123;20101202;20101202;20101202;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/2010/1318
A;Lovbekendtgørelse;Bekendtgørelse af lov om våben og eksplosivstoffer m.v.;Våbenloven;Justitsministeriet;;Justitsmin., j.nr. 2021-509-0264;1736;2021;AA012565;A20210173629;Lovtidende A;;Fremgår af forskriften;20210826;20210831;20210831;20210831;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/1736
A;Lovbekendtgørelse;Bekendtgørelse af lov om kontinentalsoklen og visse rørledningsanlæg på søterritoriet;Kontinentalsokkelloven;Klima-, Energi- og Forsyningsministeriet;Energistyrelsen;Energi-, Forsynings- og Klimamin.,\nEnergistyrelsen, j.nr. 2018 - 15568 ;1189;2018;CI000494;A20180118929;Lovtidende A;;Fremgår af forskriften;20180921;20180928;20181017;20180928;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2018/1189
A;Lov;Lov om anlæg af en ny jernbane over Vestfyn;;Transportministeriet;;Transport- og Boligmin., j.nr. 2019-864;1424;2019;CZ000066;A20190142430;Lovtidende A;;Fremgår af forskriften;20191217;20191218;20191218;20191218;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2019/1424
B;Bekendtgørelse;Bekendtgørelse om Nationalpark Skjoldungernes Land;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;943;2016;CK000810;B20160094305;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20170012029;;;;https://www.retsinformation.dk/eli/lta/2016/943
B;Bekendtgørelse;Bekendtgørelse om græsningsordningen i de ydre koge i Tøndermarsken;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;948;2016;CK000816;B20160094805;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20170012329;;;;https://www.retsinformation.dk/eli/lta/2016/948
B;Bekendtgørelse;Bekendtgørelse om Ejerslev Røn Vildtreservat;;Miljøministeriet;Naturstyrelsen;Miljø- og Energimin.,\nSkov- og Naturstyrelsen SN 89-625-68;60128;1989;AL000623;B19896012805;Retsinformation;;Fremgår af forskriften;19890321;20010222;20141104;;;FALSE;;;Statstidende;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1989/60128
A;Lov;Lov om projektering og anlæg af et vildsvinehegn langs den dansk-tyske landegrænse;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Miljø- og Fødevareministeriet;Miljø- og Fødevaremin., j.nr. 2018-2437;694;2018;CK001724;A20180069430;Lovtidende A;;Fremgår af forskriften;20180608;20180609;20180609;20180609;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2018/694
B;Bekendtgørelse;Bekendtgørelse om regulering af ikkeerhvervsmæssig sejlads på søterritoriet med vandscootere m.v. og om lokale forskrifter om sejlads ved udlagte badeområder i badesæsonen;Vandscooterbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin., j.nr. 2018-14599 ;809;2019;CK002069;B20190080905;Lovtidende A;;Fremgår af forskriften;20190809;20190815;20190815;20190815;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/2019/809
B;Bekendtgørelse;Bekendtgørelse om forebyggende beskyttelsesforanstaltninger mod aviær influenza;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Fødevaremin., \n Fødevarestyrelsen, j.nr. 2011-20-321-00798;522;2012;AH004607;B20120052205;Lovtidende A;;Fremgår af forskriften;20120606;20120608;20120608;20120608;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/2012/522
B;Bekendtgørelse;Bekendtgørelse om delegation af opgaver og beføjelser til Miljøstyrelsen;;Miljøministeriet;Miljøstyrelsen;Miljømin.,\n Miljøstyrelsen,  j.nr. MST-2019 - 10828;1514;2021;DD000091;B20210151405;Lovtidende A;;Fremgår af forskriften;20210625;20210702;20220413;20210702;;FALSE;;;;;A20120122530,A20120137530,A20140151830,A20150158129,A20170000929,A20170010129,A20170011929,A20170012329,A20170012429,A20170012629,A20170028229,A20190026529,A20190026129,A20190031529,A20190052029,A20190121729,A20190116529,A20190116129,A20200011429,A20200218630,A20210198629,A20210197629,A20220904516,A20220010029,A20220024429,A20220048229,A20220060229;;;;https://www.retsinformation.dk/eli/lta/2021/1514
B;Bekendtgørelse;Bekendtgørelse om færdsel m.v. på Farum Sø;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;925;2016;CK000751;B20160092505;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/2016/925
B;Bekendtgørelse;Bekendtgørelse om Nationalpark Vadehavet;;Miljøministeriet;Skov- og Naturstyrelsen;Miljømin.,\nSkov- og Naturstyrelsen, j.nr. SNS-403-00300;1159;2010;AL002288;B20100115905;Lovtidende A;;Fremgår af forskriften;20100930;20101009;20101009;20101009;;FALSE;;;;;A20170012029;;;;https://www.retsinformation.dk/eli/lta/2010/1159
B;Bekendtgørelse;Bekendtgørelse om erhvervelse, besiddelse og transport af skydevåben for personer bosiddende i et EF-land. (* 1);;Justitsministeriet;;Justitsmin. 92-3802/21-26;972;1992;CM016775;B19920097205;Lovtidende A;;Fremgår af forskriften;19921209;19970925;20050211;19921218;;FALSE;;;;;A20210173629;BEK nr 942 af 23/07/2010,BEK nr 1063 af 30/09/2014,BEK nr 778 af 12/06/2018,BEK nr 1104 af 21/08/2018;;;https://www.retsinformation.dk/eli/lta/1992/972
B;Bekendtgørelse;Bekendtgørelse om fredning og vildtreservat i Tihøje og Vind;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin.,\nSkov- og Naturstyrelsen j.nr. SN 2001-351-0065;884;2001;AL000769;B20010088405;Lovtidende A;;Fremgår af forskriften;20010923;20011019;20070706;20011019;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/2001/884
B;Bekendtgørelse;Bekendtgørelse om Fredericia Vildtreservat.;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Ingen;14001;1974;CM007716;B19741400105;Retsinformation;;Fremgår af forskriften;19740923;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1974/14001
B;Bekendtgørelse;Bekendtgørelse om Rotholmene Vildtreservat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljmin. j.nr. D 1100-0025;14005;1992;CM007780;B19921400505;Retsinformation;;Fremgår af forskriften;19920309;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1992/14005
B;Bekendtgørelse;Bekendtgørelse om Ulvedybet vildtreservat.;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Ingen;14001;1975;CM007717;B19751400105;Retsinformation;;Fremgår af forskriften;19750818;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1975/14001
B;Bekendtgørelse;Bekendtgørelse om færdsel m.v. på Furesøen;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;933;2016;CK000784;B20160093305;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/2016/933
B;Bekendtgørelse;Bekendtgørelse om Livø Bredning Vildtreservat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljømin. j.nr. D 1100-0036;14003;1993;CM007758;B19931400305;Retsinformation;;Fremgår af forskriften;19930315;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1993/14003
B;Bekendtgørelse;Bekendtgørelse om Dybsø Fjord Vildtreservat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin., j.nr. SN 1996-353-0016;14003;1997;CM044931;B19971400305;Lovtidende A;;Fremgår af forskriften;19970529;19970925;20070706;19001231;;FALSE;Der er indsat en fiktiv dato af systemtekniske hensyn.,Kun året for offentliggørelsen er kendt.;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/1997/14003
B;Bekendtgørelse;Bekendtgørelse om Fredning af Fuglelivet på Gamborg Inddæmning, Gamborg Sogn, Odense Amt og omliggende Arealer;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Ingen;400;1940;CM007182;B19400040005;Lovtidende A;;Fremgår af forskriften;19400722;19970925;20070706;19400803;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/1940/400
B;Bekendtgørelse;Bekendtgørelse om Selsø Sø Vildtreservat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin., j.nr. SN 1996-353-0040;14002;1997;CM044930;B19971400205;Lovtidende A;;Fremgår af forskriften;19970615;19970925;20160620;19001231;;FALSE;Der er indsat en fiktiv dato af systemtekniske hensyn.,Kun året for offentliggørelsen er kendt.;;;;A19930026930;;;;https://www.retsinformation.dk/eli/lta/1997/14002
B;Bekendtgørelse;Bekendtgørelse om ændringer i ministeriernes forretningsområder (Visse museer);;Statsministeriet;Kulturministeriet;123-13 og 14;650;1989;CM004467;B19890065005;Lovtidende A;;Fremgår af forskriften;19891011;19970925;19970925;19891024;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/1989/650
