"","mpa","species.count","area","entropy","lat","mainentropy","subentropy","nthreat","nmainthreat","nsubthreat","nFisheriesthreat","pFisheriesthreat","PA_DEF","NAME","DESIG","DESIG_ENG","DESIG_TYPE","IUCN_CAT","GIS_M_AREA","NO_TAKE","NO_TK_AREA","STATUS","STATUS_YR","GOV_TYPE","OWN_TYPE","MANG_AUTH","MANG_PLAN","MARINE","PARENT_ISO","CONS_OBJ","calc.area","smod.count","smod.city","smod.town","smod.semiDenseTown","smod.suburbs","smod.village","smod.rural","smod.uninhabited","smod.water","AIS.commercial","AIS.fishing","AIS.global","AIS.leisure","AIS.oilgas","AIS.passenger","cropland.2019","lon","cropland.2019.area.km2","fish.aesthetics.max","fish.aesthetics.mean","fish.aesthetics.sd","fish.aesthetics.count","trawlers_2012_2020","tuna_purse_seines_2012_2020","fishing_2012_2020","purse_seines_2012_2020","drifting_longlines_2012_2020","set_longlines_2012_2020","squid_jigger_2012_2020","set_gillnets_2012_2020","pots_and_traps_2012_2020","trollers_2012_2020","dredge_fishing_2012_2020","pole_and_line_2012_2020","other_seines_2012_2020","seiners_2012_2020","other_purse_seines_2012_2020","mpa.1","mpa.2","trawlers_2019","tuna_purse_seines_2019","fishing_2019","purse_seines_2019","drifting_longlines_2019","set_longlines_2019","squid_jigger_2019","set_gillnets_2019","pots_and_traps_2019","trollers_2019","dredge_fishing_2019","pole_and_line_2019","other_seines_2019","seiners_2019","other_purse_seines_2019","Flickr_userdays_2010_2019","Flickr_userdays_2019","Flickr_user_2010_2019","Flickr_photos_2010_2019","Flickr_photos_2019","total_N_effluent_2015","bivalve_production","crustaceans_production","marine_fish_general_production","salmon_production","shrimp_production","tuna_production","Flickr_user_2019","ISO3","SUB_LOC","region_name","OHI.score.2021.AO","OHI.score.2021.BD","OHI.score.2021.CP","OHI.score.2021.CS","OHI.score.2021.CW","OHI.score.2021.ECO","OHI.score.2021.FIS","OHI.score.2021.FP","OHI.score.2021.HAB","OHI.score.2021.ICO","OHI.score.2021.Index","OHI.score.2021.LE","OHI.score.2021.LIV","OHI.score.2021.LSP","OHI.score.2021.MAR","OHI.score.2021.NP","OHI.score.2021.SP","OHI.score.2021.SPP","OHI.score.2021.TR","OHI.trend.2021.AO","OHI.trend.2021.BD","OHI.trend.2021.CP","OHI.trend.2021.CS","OHI.trend.2021.CW","OHI.trend.2021.ECO","OHI.trend.2021.FIS","OHI.trend.2021.FP","OHI.trend.2021.HAB","OHI.trend.2021.ICO","OHI.trend.2021.LE","OHI.trend.2021.LIV","OHI.trend.2021.LSP","OHI.trend.2021.MAR","OHI.trend.2021.NP","OHI.trend.2021.SP","OHI.trend.2021.SPP","OHI.trend.2021.TR"
"4511","193402",1416,8.22492313226955,4.92928719639915,16.1730214277717,2.77466487516295,4.13418462350037,69,11,37,404,0.285310734463277,"1","Iles De La Petite Terre","Réserve naturelle nationale","National Nature Reserve","National","IV",8.22492313226955,"Not Reported",0,"Designated",1998,"Federal or national ministry or agency","Not Reported","French Ministry in charge of the environment. In march 2012, name, acronym and address as follows : Ministère de l'Écologie, du Développement durable, des Transports et du Logement (MEDDTL) 92055 La Défense Cedex France. For nature reserves network,","Not Reported","1","FRA","Not Applicable",10240186.4087083,27,0,0,0,0,0,0,1,26,0,0,858234.6875,858234.6875,0,0,76,-61.1187748320274,0.0564063957774362,1980,1487.5612244898,148.197758820836,196,0,0,0,0,0,0,0,0,1.28757474158192e-05,0,0,0,0,0,0,"193402","193402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,34,343,10,5838.30322265625,0,0,0,0,0,0,1,"GLP","Not Reported","Guadeloupe and Martinique",73.21,86.04,93.67,99.9,73.81,30.39,19.23,17.96,92.81,63.9,66.44,62.79,95.19,100,0.11,48.95,81.95,79.27,26.08,-0.06,0,0.06,0.08,-0.06,-0.43,-0.03,-0.01,0.03,0.01,-0.23,-0.04,0,0.2,-0.42,0,-0.03,0.05
"4512","193403",1459,30.316495612503,4.92620819450732,18.1036861853387,2.76872745634351,4.12733210641867,69,11,37,411,0.281699794379712,"1","Saint-Martin","Réserve naturelle nationale","National Nature Reserve","National","IV",30.316495612503,"Not Reported",0,"Designated",1998,"Federal or national ministry or agency","Not Reported","French Ministry in charge of the environment. In march 2012, name, acronym and address as follows : Ministère de l'Écologie, du Développement durable, des Transports et du Logement (MEDDTL) 92055 La Défense Cedex France. For nature reserves network,","Not Reported","1","FRA","Not Applicable",33790865.2688506,77,0,1,0,12,0,7,4,53,18362172,0,51956500,33594304,0,24.2154216766357,17,-63.0003119006474,0.0124867789342439,1980,1488.62436548223,147.661088152278,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193403","193403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,16,278,2768,85,2603409.75,0,0,0,0,0,0,11,"MAF","Not Reported","Northern Saint-Martin",74.08,89.81,92.18,100,65.71,80.34,48.41,48.41,91.87,64.03,79.12,88.35,96.36,100,0,56.2,82.01,87.75,94.4,-0.03,0.01,0.08,0.11,-0.05,0,-0.01,-0.01,0.04,0,0.1,0.21,0,0,-0.46,0,-0.01,0
"4513","193419",190,0.484217598976904,4.63381479235035,62.1822229880636,2.59518426552878,3.73962576102909,59,10,34,88,0.463157894736842,"1","Dekkjene","Naturreservat","Nature Reserve","National","Ia",0.484217598976904,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway-7485 Trondheim","Not Reported","1","NOR","Not Applicable",4518851.68773205,17,0,0,0,0,0,0,11,6,13351827,0.25676217675209,13351828,0,0,0.0320952720940113,122.622131347656,5.12003152482288,0.0442203080077611,1685,1405,123.087921274333,23,0,0,5.64956153789535,0,0,0,0,4.76602977141738,0,0,0,0,0,0,0.137829437851906,"193419","193419",0,0,0.00596853764727712,0,0,0,0,0,0,0,0,0,0,0,0,24,2,17,74,4,102.445381164551,0,0,0,0,0,0,2,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4514","193435",49,0.060960379371295,5.12938576299342,69.0654583626899,2.98613161534462,4.2352677639215,54,10,31,22,0.448979591836735,"1","Leirpollen-Halsvatnet","Naturreservat","Nature Reserve","National","Ia",0.060960379371295,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway-7485 Trondheim","Not Reported","1","NOR","Not Applicable",123700.750572376,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,17.1257110371313,0,1685,1430.33333333333,136.341727532941,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193435","193435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79086971282959,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4515","193436",107,1.61127178768734,4.95217873483598,69.3876407923826,2.82999191385142,4.05484756872021,57,10,32,47,0.439252336448598,"1","Teistevika","Landskapsvernområde","Protected Landscape","National","V",1.61127178768734,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway - 7485 Trondheim","Not Reported","1","NOR","Not Applicable",14526781.7186838,39,0,0,0,0,0,6,23,10,0,0,0,0,0,0,0,17.0187632413164,0,1685,1420.42857142857,127.191269541659,7,0,0,0.575528502464294,0,0,0,0,3.37049868702888,0,0,0,0,0,0,0.11754406781256,"193436","193436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.400146484375,0,0,0,387.367584228516,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4516","193437",49,0.137503129241671,5.12938576299342,69.4008783980235,2.98613161534462,4.2352677639215,54,10,31,22,0.448979591836735,"1","Lavollskjosen","Plantefredningsområde","Botanical Conservation Area","National","IV",0.137503129241671,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway - 7485 Trondheim","Not Reported","1","NOR","Not Applicable",1075140.33997326,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,17.344480548003,0,1685,1430.33333333333,136.341727532941,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193437","193437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4517","193438",49,0.803386848546203,4.95017341378507,69.6573211277096,2.99023783534693,4.12471051905512,51,10,29,21,0.428571428571429,"1","Sandbukta","Naturreservat","Nature Reserve","National","Ia",0.803386848546203,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway-7485 Trondheim","Not Reported","1","NOR","Not Applicable",1647736.02445563,11,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,19.6519979311205,0,1685,1452.8,139.465766408822,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193438","193438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,12,0,9082.818359375,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4518","193439",69,16.7566648357205,4.97142514658405,70.1953662931327,2.88541569493312,4.05395186107875,54,10,30,33,0.478260869565217,"1","Måsvær","Naturreservat","Nature Reserve","National","Ia",16.7566648357205,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway-7485 Trondheim","Not Reported","1","NOR","Not Applicable",21122492.2210312,45,0,0,0,0,0,0,10,35,0,0,0,0,0,0,0,18.99276025951,0,1685,1430.33333333333,136.341727532941,6,0,0,15.2808949798346,0,0,0.727325856685638,0,50.0253485762951,0,0,0,0,0,0,4.99579083919525,"193439","193439",0,0,0.209187775850296,0,0,0.727325856685638,0,42.2749137878418,0,0,0,0,0,0,1.30833399295807,0,0,0,0,0,6363.29736328125,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4519","193440",69,146.383746945717,4.97142514658405,70.1577546793868,2.88541569493312,4.05395186107875,54,10,30,33,0.478260869565217,"1","Nordkvaløya - Rebbenesøya","Landskapsvernområde","Protected Landscape","National","V",146.383746945717,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway - 7485 Trondheim","Not Reported","1","NOR","Not Applicable",284271361.696297,398,0,0,0,0,0,4,195,199,227563760,66.8388595581055,228897584,1333753.75,0,5,0,18.9631034627206,0,1685,1430.33333333333,136.341727532941,6,27.2426996231079,0,426.265069961548,9.77199995517731,0,169.179742679,0,970.21614074707,0,0,0,9.14937794208527,0,3.08219814300537,536.709360271692,"193440","193440",0,0,32.6420211791992,0,0,4.22575283050537,0,289.716094970703,0,0,0,7.5574779510498,0,0,10.270378112793,8,0,6,19,0,117320.921875,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4520","193441",52,0.429759006106323,4.96309092642562,69.667145788692,2.96408504729383,4.12981495860371,52,10,30,23,0.442307692307692,"1","Årøya","Landskapsvernområde","Protected Landscape","National","IV",0.429759006106323,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway - 7485 Trondheim","Not Reported","1","NOR","Not Applicable",2924313.18010903,15,0,0,0,0,0,1,6,8,1827414.125,0.477047562599182,1827414.5,0,0,0,0,20.3536891727227,0,1685,1452.8,139.465766408822,5,0.332609713077545,0,6.39906167984009,0,0,0,0,0.827735878527164,0,0,0,0,0,0,1.15485239028931,"193441","193441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406.41845703125,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4521","193442",106,0.764839404507788,4.82209267350165,69.3747490045931,2.78409670456205,3.93335263128543,54,10,30,46,0.433962264150943,"1","Sandsvika","Naturreservat","Nature Reserve","National","Ia",0.764839404507788,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway-7485 Trondheim","Not Reported","1","NOR","Not Applicable",5180217.14599016,22,0,0,0,0,0,2,12,8,0,0.00422538444399834,0.00422538444399834,0,0,0,0,16.9326782855278,0,1685,1420.42857142857,127.191269541659,7,0,0,5.97953025251627,0,0,0,0,0.135105885856319,0,0,0,0,0,0.677703160792589,2.38163643958978,"193442","193442",0,0,0.0834810435771942,0,0,0,0,0,0,0,0,0,0,0,0.0030042517464608,0,0,0,0,0,60.2480010986328,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4522","193443",107,0.50814786748806,4.82418424502591,69.5955480066873,2.78798423558224,3.94296944154414,54,10,30,47,0.439252336448598,"1","Hekkingen","Landskapsvernområde","Protected Landscape","National","IV",0.50814786748806,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway - 7485 Trondheim","Not Reported","1","NOR","Not Applicable",913124.158656298,10,0,0,0,0,0,1,5,4,51597796,16.2493953704834,51597812,0,0,0.00554381124675274,0,17.8338447866252,0,1685,1430.33333333333,136.341727532941,6,0,0,4.73359695822001,0,0,1.11810278892517,0,24.4968134788796,0,0,0,0,0,0,0.0130294470582157,"193443","193443",0,0,1.33679890632629,0,0,0.700823187828064,0,5.66604232788086,0,0,0,0,0,0,0,0,0,0,0,0,490.788299560547,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4523","193444",52,1.21552520373045,4.96309092642562,69.5481005794962,2.96408504729383,4.12981495860371,52,10,30,23,0.442307692307692,"1","Karnes","Naturreservat","Nature Reserve","National","Ia",1.21552520373045,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway-7485 Trondheim","Not Reported","1","NOR","Not Applicable",1515818.808265,14,0,0,0,0,0,1,7,6,185386.921875,0,185386.921875,0,0,0,39,20.250599001402,0.0105308838375242,1685,1452.8,139.465766408822,5,0.0386122916825116,0,0.865509448223747,0,0,0,0,0.704664482502267,0,0,0,0,0,0,0.845710754394531,"193444","193444",0.00855985842645168,0,0,0,0,0,0,0.00229337112978101,0,0,0,0,0,0,0,0,0,0,0,0,3980.59204101562,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4524","193445",38,0.557892648493879,4.94076414049897,69.3827575371517,3.03277915305141,4.12839325391309,49,10,28,19,0.5,"1","Skibotnutløpet","Naturreservat","Nature Reserve","National","Ia",0.557892648493879,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway-7485 Trondheim","Not Reported","1","NOR","Not Applicable",1736740.09724493,11,0,0,0,0,0,0,9,2,0,0,0,0,0,0,141,20.2478819276816,0.0383676532647764,1685,1450,160.878836395593,4,0.0182781596668065,0,0.0809943377971649,0,0,0,0,0,0,0,0,0,0,0,0,"193445","193445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,26,2,6117.26416015625,0,0,0,0,0,0,1,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4525","193446",49,0.057652253002613,5.12938576299342,69.0249272932574,2.98613161534462,4.2352677639215,54,10,31,22,0.448979591836735,"1","Lekangsøya","Naturreservat","Nature Reserve","National","Ia",0.057652253002613,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway-7485 Trondheim","Not Reported","1","NOR","Not Applicable",202497.365783187,6,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,17.2483217599573,0,1685,1430.33333333333,136.341727532941,6,0,0,0.927380263805389,0.0171201694756746,0,0,0,0.489114468917251,0,0,0,0,0,0,0.0105745336040854,"193446","193446",0,0,0,0,0,0,0,0.0150581356137991,0,0,0,0,0,0,0,0,0,0,0,0,127.539009094238,0,0,0,2.15707588195801,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4526","193447",49,12.9054053086188,5.12938576299342,69.437558493091,2.98613161534462,4.2352677639215,54,10,31,22,0.448979591836735,"1","Bergsøyan","Landskapsvernområde","Protected Landscape","National","IV",12.9054053086188,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway - 7485 Trondheim","Not Reported","1","NOR","Not Applicable",15200025.6313756,36,0,0,0,0,0,0,20,16,425914624,2.07470536231995,427992448,2077831,0,0.979041874408722,0,17.1736586838675,0,1685,1430.33333333333,136.341727532941,6,0,0,0.276300013065338,0.188465088605881,0,0,0,0.867615282535553,0,0,0,0.182314589619637,0,0.995447069406509,2.83547912538052,"193447","193447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,10646.7509765625,0,0,0,1.01585042476654,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4527","193448",106,2.23181598803046,4.82209267350165,69.0266492833431,2.78409670456205,3.93335263128543,54,10,30,46,0.433962264150943,"1","Lemmingvær","Landskapsvernområde","Protected Landscape","National","IV",2.23181598803046,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway - 7485 Trondheim","Not Reported","1","NOR","Not Applicable",3645716.50215276,16,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,16.893910244825,0,1685,1420.42857142857,127.191269541659,7,0,0,0.118679166887887,0.0615649428218603,0,0,0,0.5618706503883,0,0,0,0,0,0,0,"193448","193448",0,0,0,0.0170507784932852,0,0,0,0.193340644240379,0,0,0,0,0,0,0,0,0,0,0,0,758.70458984375,0,0,0,140.46174621582,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4528","193449",61,5.08825088897035,4.93436813616044,69.7697547829417,2.92789712723045,4.08201389428598,52,10,30,28,0.459016393442623,"1","Håja-Røssholmen","Landskapsvernområde","Protected Landscape","National","IV",5.08825088897035,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway - 7485 Trondheim","Not Reported","1","NOR","Not Applicable",7427011.974211,37,0,0,0,0,0,0,3,34,33082866,1.23740780353546,33082868,0,0,0,0,18.1024651724221,0,1685,1430.33333333333,136.341727532941,6,0,0,18.3751620948315,0,0,0,0,20.4045510220458,0,0,0,0,0,0,1.08342124987394,"193449","193449",0,0,0.0351408720016479,0,0,0,0,1.15165412425995,0,0,0,0,0,0,0,8,0,8,10,0,1374.68176269531,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4529","193450",107,1.60816713778446,4.82418424502591,69.6174785486686,2.78798423558224,3.94296944154414,54,10,30,47,0.439252336448598,"1","Edøya","Landskapsvernområde","Protected Landscape","National","IV",1.60816713778446,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway - 7485 Trondheim","Not Reported","2","NOR","Not Applicable",1604574.81309904,11,0,0,0,0,0,1,6,4,0,0.139612153172493,0.139612153172493,0,0,0,0,17.9120854483205,0,1685,1430.33333333333,136.341727532941,6,0,0,8.37078122980893,0,0,0.582832753658295,0,4.86605756729841,0,0,0,0,0,0,0.141577497124672,"193450","193450",0,0,0,0,0,0.582832753658295,0,0.702381253242493,0,0,0,0,0,0,0.0344447419047356,2,0,2,5,0,927.660766601562,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4530","193453",125,0.33291590703217,4.76222000038404,69.055112879124,2.7192562903389,3.86830772891872,54,10,30,52,0.416,"1","Froholman","Naturreservat","Nature Reserve","National","Ia",0.33291590703217,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway-7485 Trondheim","Not Reported","1","NOR","Not Applicable",429805.263535794,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16.3383048676017,0,1685,1420.42857142857,127.191269541659,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193453","193453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1224975585938,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4531","193454",106,5.55308909352363,4.82209267350165,69.162806276435,2.78409670456205,3.93335263128543,54,10,30,46,0.433962264150943,"1","Steinavær","Landskapsvernområde","Protected Landscape","National","IV",5.55308909352363,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway - 7485 Trondheim","Not Reported","2","NOR","Not Applicable",5728590.03008984,20,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,16.5678033595585,0,1685,1420.42857142857,127.191269541659,7,0,0,0.18262716755271,0.0256615243852139,0,0.357698787003756,0,1.18068455718458,0,0,0,0,0,0.0569540150463581,0.0065487832762301,"193454","193454",0,0,0,0,0,0,0,1.16640186309814,0,0,0,0,0,0,0,0,0,0,0,0,28.1190567016602,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"4532","193455",126,0.562883018966454,4.78296259766792,69.0474338642348,2.74159630985148,3.9099978275144,55,10,31,52,0.412698412698413,"1","Flatøya","Landskapsvernområde","Protected Landscape","National","IV",0.562883018966454,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Norwegian Environment Agency, Protected Areas Section, Norway - 7485 Trondheim","Not Reported","1","NOR","Not Applicable",1458699.34250882,11,0,0,0,0,0,1,6,4,287535.84375,0,287535.84375,0,0,0,0,16.4921945085364,0,1685,1420.42857142857,127.191269541659,7,0,0,0.159472946077585,0,0,0,0,0,0,0,0,0,0,0,0,"193455","193455",0,0,0.0361481606960297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.536193847656,0,0,0,48.6971626281738,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
